SERIAL_NUMBER,LIST_YEAR,DATE_RECORDED,TOWN,ADDRESS,ASSESSED_VALUE,SALE_AMOUNT,SALES_RATIO,PROPERTY_TYPE,RESIDENTIAL_TYPE,NON_USE_CODE,ASSESSOR_REMARKS,OPM_REMARKS,LOCATION,CREATED_AT
41530,2004,2005-07-01,Danbury,135 CLAPBOARD RDG RD,271300.0,585000.0,0.463760684,,,10,,,,2023-06-09 14:53:16.865376
41405,2004,2005-08-10,Meriden,117 GLEN HLS RD,60690.0,160900.0,0.377190802,,,,,,,2023-06-09 15:37:16.718357
40478,2004,2005-08-08,Simsbury,10 GRANT EST DR,409820.0,600000.0,0.683033333,,,,,,POINT (-72.84866 41.87113),2023-06-09 15:34:12.013441
42507,2004,2005-07-28,Stamford,12 VAN BUSKIRK AVE,145250.0,480000.0,0.302604167,,,,,,,2023-06-09 15:21:11.802916
40366,2004,2005-08-08,Rocky Hill,5 ORCHARD ST,123020.0,257000.0,0.478677043,,,,,,,2023-06-09 15:35:11.709436
41166,2004,2005-08-01,Fairfield,502 BRONSON RD,463750.0,1319000.0,0.351592115,,,,,,,2023-06-09 15:25:11.704556
40159,2004,2005-07-25,Litchfield,GARLAND RD,1680.0,3000.0,0.56,,,25,,,,2023-06-09 15:17:16.778949
40268,2004,2005-07-28,Granby,135 HIGLEY RD,258160.0,441000.0,0.585396825,,,,,,,2023-06-09 15:21:11.802916
40939,2004,2005-08-08,Middletown,105 HIGHLAND AVE,92990.0,195000.0,0.476871795,,,,,,,2023-06-09 15:35:11.709436
40856,2004,2005-07-27,Wallingford,4 RESKIN DR,123800.0,285000.0,0.434385965,,,,,,,2023-06-09 15:20:11.681819
40203,2004,2005-07-18,Norfolk,189 LITCHFIELD RD,239840.0,302700.0,0.792335646,,,,,,,2023-06-09 15:10:16.740441
41862,2004,2005-06-30,Southington,193 W CENTER ST,84420.0,145000.0,0.582206897,,,,,,,2023-06-09 14:52:56.443116
41860,2004,2005-07-26,Norwalk,105 RICHARDS AVE,192780.0,363000.0,0.53107438,,,,,,POINT (-73.45236 41.09675),2023-06-09 15:18:16.806490
40184,2004,2005-07-18,Orange,208 DERBY AVE,164500.0,389900.0,0.421903052,,,,,,,2023-06-09 15:10:16.740441
40869,2004,2005-07-21,East Hartford,980 988 MAIN ST,270420.0,218500.0,1.237620137,,,8,,,,2023-06-09 15:14:11.664587
41223,2004,2005-07-06,Meriden,207 MAIN ST,82670.0,218900.0,0.377661032,,,,,,,2023-06-09 14:59:11.729205
41995,2004,2005-08-05,Southington,18 SOUTH RD,0.0,97120.0,0.0,,,7,,,,2023-06-09 15:33:11.789050
40556,2004,2005-07-25,Newington,83 GOODALE DR,95830.0,245000.0,0.391142857,,,,,,,2023-06-09 15:17:16.778949
40277,2004,2005-07-29,Putnam,124 CADY RD,134900.0,340000.0,0.396764706,,,,,,POINT (-71.81274 41.90111),2023-06-09 15:24:16.721000
40306,2004,2005-07-05,Plainville,50 DIAMOND AVE,72740.0,152000.0,0.478552632,,,,,,,2023-06-09 14:57:11.729739
40159,2004,2005-07-08,Thomaston,1493 WATERBURY RD,65190.0,174900.0,0.372727273,,,,,,,2023-06-09 15:02:11.704908
40200,2004,2005-08-02,Orange,68 HALL DR,165700.0,431000.0,0.384454756,,,,,,,2023-06-09 15:28:16.713768
40554,2004,2005-07-01,Windsor,4 DEXTER ST,87220.0,150000.0,0.581466667,,,,,,,2023-06-09 14:56:11.832913
41805,2004,2005-07-11,New Haven,91 FAIRMONT AVE,65870.0,170000.0,0.387470588,,,,,,,2023-06-09 15:03:11.793148
41573,2004,2005-07-07,Danbury,MARLDON RD,151200.0,343000.0,0.440816327,,,,,,,2023-06-09 15:01:16.702198
40360,2004,2005-06-30,Montville,8 ALLISON'S WAY,87667.0,381000.0,0.230097113,,,7,,,,2023-06-09 14:52:56.443116
40536,2004,2005-07-05,Newtown,42 ALGONQUIN TRL,162530.0,326000.0,0.498558282,,,1,,,,2023-06-09 14:57:11.729739
40270,2004,2005-08-01,Suffield,909 MAPLETON AVE,151830.0,302000.0,0.502748344,,,,,,,2023-06-09 15:25:11.704556
40738,2004,2005-08-02,Naugatuck,33 PIERCE LN,129750.0,330000.0,0.393181818,,,,,,POINT (-73.06991 41.49664),2023-06-09 15:28:16.713768
42019,2004,2005-08-01,Norwalk,56 DEVILS GDN RD,289800.0,535900.0,0.540772532,,,,,,,2023-06-09 15:25:11.704556
43100,2004,2005-08-04,Bridgeport,20 WOODBINE CIR,143780.0,247400.0,0.581164107,,,,,,,2023-06-09 15:32:11.707834
40321,2004,2005-08-09,Winchester,61 UPSON AVE,89740.0,135000.0,0.664740741,,,,,,,2023-06-09 15:36:16.702228
40838,2004,2005-07-20,Wallingford,27 HICKORY CT,139400.0,295000.0,0.472542373,,,,,,,2023-06-09 15:13:12.007931
40161,2004,2005-07-22,Redding,21 LAMPPOST DR,355530.0,700000.0,0.5079,,,,,,,2023-06-09 15:15:11.820529
40973,2004,2005-07-01,Milford,CASCADE BLVD,12111.0,23097.0,0.524353812,,,22,,,,2023-06-09 14:54:16.661736
42989,2004,2005-07-27,Bridgeport,151 5 JAMES ST,28538.0,74000.0,0.385648649,,,25,,,,2023-06-09 15:20:11.681819
40733,2004,2005-08-01,Naugatuck,111 MALLANE LN UT 1C,73300.0,165000.0,0.444242424,,,,,,,2023-06-09 15:27:16.688004
42401,2004,2005-07-05,Waterbury,123 MARK LN UT1,17570.0,43000.0,0.408604651,,,,,,,2023-06-09 14:57:11.729739
41229,2004,2005-07-07,Meriden,70 BARBERRY LN,58380.0,63000.0,0.926666667,,,,,,POINT (-72.83734 41.54693),2023-06-09 15:01:16.702198
40871,2004,2005-07-21,East Hartford,74 WAKEFIELD CIR,38300.0,104000.0,0.368269231,,,,,,,2023-06-09 15:13:12.007931
41809,2004,2005-07-19,Norwalk,38 ASSISI WAY,245980.0,470000.0,0.523361702,,,,,,,2023-06-09 15:11:16.848419
49040,2004,2005-08-01,West Hartford,267 RIDGEWOOD RD,231490.0,700000.0,0.3307,,,,,,POINT (-72.75846 41.73799),2023-06-09 15:28:16.713768
40119,2004,2005-07-05,Kent,111 GEER MTN RD,906100.0,1950000.0,0.464666667,,,28,,,,2023-06-09 14:57:11.729739
40379,2004,2005-07-01,Guilford,75 LONG HL FARMS,131110.0,365000.0,0.359205479,,,,,,POINT (-72.70955 41.31084),2023-06-09 14:56:11.832913
40880,2004,2005-07-05,West Haven,173 LAUREL ST,63350.0,191500.0,0.330809399,,,,,,POINT (-72.96837 41.25571),2023-06-09 14:58:16.755857
40805,2004,2005-07-05,Wallingford,2 SYCAMORE WAY,44100.0,146500.0,0.301023891,,,7,,,,2023-06-09 14:58:16.755857
41265,2004,2005-07-15,Meriden,405 PINE MDW,49560.0,125000.0,0.39648,,,,,,POINT (-72.90752 41.66928),2023-06-09 15:08:11.746737
40850,2004,2005-07-07,Manchester,115 PROGRESS DR,1018800.0,1500000.0,0.6792,,,,,,,2023-06-09 15:00:16.725052
40347,2004,2005-08-03,Madison,206 DEVONSHIRE LN,421700.0,649000.0,0.649768875,,,25,,,POINT (-72.67685 41.41077),2023-06-09 15:30:16.709917
40246,2004,2005-07-11,Suffield,HALE ST,50050.0,44000.0,1.1375,,,25,,,,2023-06-09 15:03:11.793148
40333,2004,2005-08-01,Colchester,60 SETTLERS LN,270500.0,490000.0,0.552040816,,,,,,,2023-06-09 15:25:11.704556
40488,2004,2005-08-15,Simsbury,7 HUNTING RDG DR,214750.0,420000.0,0.511309524,,,,,,,2023-06-09 15:40:11.705161
40165,2004,2005-07-18,Essex,175 WESTBROOK RD,141000.0,309500.0,0.455573506,,,,,,,2023-06-09 15:10:16.740441
41051,2004,2005-07-20,Milford,345 HOUSATONIC DR,149310.0,785000.0,0.190203822,,,7,,,,2023-06-09 15:13:12.007931
40764,2004,2005-08-01,Enfield,1290 ENFIELD ST,187110.0,350000.0,0.5346,,,,,,,2023-06-09 15:26:11.767496
41133,2004,2005-07-29,Fairfield,269 HOME FAIR DR,175000.0,430000.0,0.406976744,,,,,,POINT (-73.25044 41.19268),2023-06-09 15:23:16.842191
40479,2004,2005-08-08,Simsbury,8 LENORA DR,190600.0,305000.0,0.624918033,,,,,,,2023-06-09 15:35:11.709436
40868,2004,2005-06-30,Norwich,10 STONYRIDGE RD,188000.0,295000.0,0.637288136,,,,,,,2023-06-09 14:52:56.443116
41047,2004,2005-07-01,Greenwich,59 E PUTNAM AVE,1206100.0,2175000.0,0.554528736,,,,,,,2023-06-09 14:55:11.714441
40397,2004,2005-07-19,North Haven,303 SPRING RD,94360.0,260000.0,0.362923077,,,,,,,2023-06-09 15:11:16.848419
40359,2004,2005-08-01,Rocky Hill,79B CARILLON DR,88970.0,158000.0,0.563101266,,,,,,,2023-06-09 15:26:11.767496
40404,2004,2005-08-12,East Lyme,NIANTIC DOCKOMINIUM 3613,20160.0,20000.0,1.008,,,25,,,,2023-06-09 15:39:11.845186
40639,2004,2005-07-07,Glastonbury,46 BRENTWOOD DR,424900.0,720000.0,0.590138889,,,,,,,2023-06-09 15:00:16.725052
40931,2004,2005-07-21,Norwich,56 GREENE AVE,109000.0,235000.0,0.463829787,,,,,,,2023-06-09 15:14:11.664587
42690,2004,2005-08-16,Stamford,54 W NORTH ST,3178840.0,172500.0,18.42805797,,,25,,,POINT (-73.5489 41.05871),2023-06-09 15:41:11.727517
41216,2004,2005-07-05,New Britain,171 ELLIS ST,93730.0,212000.0,0.442122642,,,,,,POINT (-72.77506 41.65751),2023-06-09 14:57:11.729739
41273,2004,2005-08-01,Bristol,244 STEVENS ST,84040.0,206000.0,0.407961165,,,,,,,2023-06-09 15:25:11.704556
40939,2004,2005-08-12,Hamden,60 HUNTINGTON CIR,152740.0,367000.0,0.416185286,,,,,,,2023-06-09 15:38:16.691129
40223,2004,2005-07-25,Derby,330 CAROLINE ST,117110.0,137350.0,0.852639243,,,25,,,,2023-06-09 15:17:16.778949
40874,2004,2005-07-14,Manchester,308 MIDDLE TPKE W,140600.0,240000.0,0.585833333,,,,,,,2023-06-09 15:06:16.712913
40321,2004,2005-08-10,Windsor Locks,119 BEL AIRE CIR,111500.0,185000.0,0.602702703,,,,,,,2023-06-09 15:37:16.718357
40966,2004,2005-07-29,Norwich,147 GOLDEN ST,83000.0,239900.0,0.345977491,,,7,,,,2023-06-09 15:23:16.842191
40500,2004,2005-07-12,Southbury,105 LUNA TRL EXT,122920.0,319900.0,0.384245077,,,,,,,2023-06-09 15:05:11.681631
40240,2004,2005-06-30,Griswold,77 OLD VOLUNTOWN RD,96810.0,270000.0,0.358555556,,,,,,,2023-06-09 14:53:16.865376
42607,2004,2005-07-19,Waterbury,40 CHAPMAN AVE,74830.0,185000.0,0.404486486,,,,,,POINT (-73.05004 41.56997),2023-06-09 15:11:16.848419
41767,2004,2005-07-06,New Haven,133 SPRING ST,46550.0,110000.0,0.423181818,,,,,,POINT (-72.93464 41.29402),2023-06-09 14:59:11.729205
40109,2004,2005-07-25,Easton,21 APRIL DR,692840.0,1215000.0,0.570238683,,,,,,,2023-06-09 15:17:16.778949
41838,2004,2005-07-18,New Haven,42 BIRCH DR,112000.0,325000.0,0.344615385,,,,,,,2023-06-09 15:09:16.693684
42781,2004,2005-07-26,Waterbury,14 WELLES ST,48440.0,75000.0,0.645866667,,,,,,,2023-06-09 15:19:16.851789
40910,2004,2005-07-12,Norwich,11 BELMONT ST,97000.0,218000.0,0.444954128,,,,,,,2023-06-09 15:04:16.784212
41280,2004,2005-08-02,Bristol,424 EMMETT ST 29,37420.0,67500.0,0.55437037,,,,,,,2023-06-09 15:29:16.935029
42038,2004,2005-08-09,New Haven,7 RICHARD ST,92960.0,220000.0,0.422545455,,,,,,,2023-06-09 15:36:16.702228
40383,2004,2005-07-27,Montville,36 ALLEN DR,86580.0,67500.0,1.282666667,,,6,,,,2023-06-09 15:19:16.851789
40085,2004,2005-08-02,Deep River,163 ESSEX ST,443100.0,877500.0,0.504957265,,,,,,,2023-06-09 15:29:16.935029
40797,2004,2005-07-29,New Milford,26 CAMBRIDGE CIR,197960.0,412500.0,0.47990303,,,,,,,2023-06-09 15:23:16.842191
40267,2004,2005-07-27,Granby,46 SIMSBURY RD,304000.0,397500.0,0.764779874,,,,,,POINT (-72.84177 41.95401),2023-06-09 15:20:11.681819
40478,2004,2005-07-29,Cheshire,200 FARM MDW,248490.0,380000.0,0.653921053,,,,,,,2023-06-09 15:23:16.842191
41912,2004,2005-07-27,New Haven,799 RUSSELL ST,93450.0,203000.0,0.460344828,,,,,,,2023-06-09 15:19:16.851789
40393,2004,2005-08-01,Brookfield,15 SIGNAL HL RD,259570.0,500000.0,0.51914,,,,,,,2023-06-09 15:26:11.767496
40683,2004,2005-07-22,Glastonbury,26 DUTTON PL WAY,91100.0,190000.0,0.479473684,,,,,,POINT (-72.57858 41.71598),2023-06-09 15:16:16.834164
40576,2004,2005-07-12,Windsor,306 BECKENHAM LN,38500.0,318801.0,0.120764991,,,7,,,,2023-06-09 15:04:16.784212
41689,2004,2005-08-05,Hartford,304-306 ENFIELD ST,50820.0,132000.0,0.385,,,10,,,,2023-06-09 15:33:11.789050
40277,2004,2005-07-22,Canton,59 N MOUNTAIN RD,146120.0,320000.0,0.456625,,,,,,POINT (-72.89744 41.86367),2023-06-09 15:15:11.820529
42800,2004,2005-07-08,Bridgeport,67 NASH LN,500150.0,130000.0,3.847307692,,,6,,,POINT (-73.22431 41.15727),2023-06-09 15:02:11.704908
40827,2004,2005-07-20,Torrington,76 BENHAM ST,73000.0,126000.0,0.579365079,,,,,,POINT (-73.12054 41.81514),2023-06-09 15:12:16.759543
40249,2004,2005-07-11,Suffield,1560 HILL ST,243810.0,485500.0,0.502183316,,,,,,,2023-06-09 15:03:11.793148
40414,2004,2005-08-08,New Canaan,5 LAUREL RD,1569200.0,2970000.0,0.528350168,,,,,,,2023-06-09 15:35:11.709436
40395,2004,2005-08-09,Monroe,230 ROOSEVELT DR,87150.0,225000.0,0.387333333,,,,,,,2023-06-09 15:36:16.702228
40543,2004,2005-07-01,Newtown,49 JOAL CT,30650.0,658940.0,0.046514098,,,7,,,,2023-06-09 14:56:11.832913
41612,2004,2005-07-27,Hartford,168-170 MADISON ST,67550.0,239900.0,0.281575657,,,,,,POINT (-72.68908 41.75434),2023-06-09 15:19:16.851789
40660,2004,2005-07-15,Glastonbury,543 WEIR ST,184700.0,391000.0,0.472378517,,,,,,POINT (-72.52116 41.696),2023-06-09 15:07:16.720011
40515,2004,2005-07-05,East Haven,121 RUSSO AVE UT 9,56700.0,168000.0,0.3375,,,,,,,2023-06-09 14:58:16.755857
40282,2004,2005-08-10,Plymouth,22 STEVENS ST,28770.0,85000.0,0.338470588,,,,,,,2023-06-09 15:37:16.718357
40797,2004,2005-07-05,Wallingford,7 BROADMEADOW RD,231600.0,458090.0,0.505577507,,,7,,,,2023-06-09 14:58:16.755857
42522,2004,2005-07-29,Stamford,429 DEN RD,274260.0,850000.0,0.322658824,,,,,,,2023-06-09 15:24:16.721000
40391,2004,2005-07-06,Oxford,112 MAPLE TREE HL RD,128610.0,314500.0,0.408934817,,,,,,,2023-06-09 14:58:16.755857
40739,2004,2005-08-01,Shelton,2 INDIAN WL RD,41580.0,165000.0,0.252,,,,,,,2023-06-09 15:24:16.721000
40359,2004,2005-08-02,Bethel,47 RIDGEDALE RD,215530.0,427000.0,0.504754098,,,,,,,2023-06-09 15:29:16.935029
40515,2004,2005-07-08,Farmington,242 TALCOTT NOTCH RD,268790.0,455000.0,0.590747253,,,,,,,2023-06-09 15:01:16.702198
41827,2004,2005-08-10,Danbury,4 CUSHING DR,224100.0,500000.0,0.4482,,,,,,,2023-06-09 15:36:16.702228
40920,2004,2005-08-01,East Hartford,33-37 INDIAN HL ST,58520.0,82500.0,0.709333333,,,8,,,,2023-06-09 15:25:11.704556
40370,2004,2005-08-09,Rocky Hill,80 HUNTERS RDG,108500.0,210000.0,0.516666667,,,,,,,2023-06-09 15:35:11.709436
40659,2004,2005-08-16,Windsor,837 MATIANUCK AVE,105070.0,195000.0,0.538820513,,,,,,,2023-06-09 15:41:11.727517
40801,2004,2005-08-01,New Milford,3 PARK LN W,126280.0,344000.0,0.367093023,,,,,,,2023-06-09 15:25:11.704556
42795,2004,2005-07-29,Waterbury,31-33 COE ST,53970.0,76292.0,0.707413621,,,,,,POINT (-73.03255 41.5567),2023-06-09 15:23:16.842191
40350,2004,2005-08-08,Plainville,4 JAMES PL,172780.0,355000.0,0.486704225,,,,,,,2023-06-09 15:34:12.013441
40586,2004,2005-08-03,East Haven,52 GARRUP AVE,6300.0,25000.0,0.252,,,,,,,2023-06-09 15:30:16.709917
40747,2004,2005-08-02,Shelton,61 RIDGE LN,182910.0,495000.0,0.369515152,,,,,,,2023-06-09 15:29:16.935029
40740,2004,2005-08-09,Glastonbury,47 LENOX DR,186800.0,378000.0,0.494179894,,,,,,,2023-06-09 15:35:11.709436
41136,2004,2005-07-28,Fairfield,7 LOLA ST,199080.0,462500.0,0.430443243,,,,,,POINT (-73.23657 41.20001),2023-06-09 15:20:11.681819
40310,2004,2005-08-12,East Windsor,144 MELROSE RD,14670.0,750000.0,0.01956,,,28,,,,2023-06-09 15:38:16.691129
40391,2004,2005-08-02,Monroe,172 CUTLERS FARM RD,352520.0,715000.0,0.493034965,,,,,,,2023-06-09 15:28:16.713768
49898,2004,2005-08-01,Hamden,1014 MIX AVE,88760.0,255000.0,0.348078431,,,,,,,2023-06-09 15:25:11.704556
40802,2004,2005-07-05,Wallingford,14 JUDD SQ,40700.0,129000.0,0.315503876,,,,,,,2023-06-09 14:58:16.755857
40394,2004,2005-08-10,Cromwell,14 CENTERWOOD DR,237610.0,449900.0,0.528139587,,,,,,,2023-06-09 15:37:16.718357
40848,2004,2005-07-25,Wallingford,8 REGENT CT,193300.0,450000.0,0.429555556,,,,,,,2023-06-09 15:17:16.778949
40407,2004,2005-08-15,East Hampton,DEPOT HL RD,32820.0,70000.0,0.468857143,,,,,,,2023-06-09 15:40:11.705161
40924,2004,2005-07-25,Manchester,60 WINTER ST,81700.0,248000.0,0.329435484,,,,,,,2023-06-09 15:17:16.778949
40123,2004,2005-07-20,Columbia,21 BEARS DEN WAY,147800.0,348000.0,0.424712644,,,,,,,2023-06-09 15:12:16.759543
40293,2004,2005-07-06,Clinton,19 JAMES VINCENT DR,283100.0,582500.0,0.486008584,,,18,,,,2023-06-09 14:59:11.729205
40221,2004,2005-07-20,East Haddam,WICKHAM RD,38500.0,90000.0,0.427777778,,,,,,,2023-06-09 15:13:12.007931
41672,2004,2005-08-03,Hartford,24 WOODSIDE CIR,405930.0,1190000.0,0.341117647,,,,,,,2023-06-09 15:30:16.709917
40131,2004,2005-07-28,Prospect,19 SOUTHRIDGE RD,0.0,210000.0,0.0,,,6,,,,2023-06-09 15:21:11.802916
41020,2004,2005-07-07,Fairfield,81 PALMER BRG,422520.0,850000.0,0.497082353,,,,,,,2023-06-09 15:00:16.725052
41318,2004,2005-08-10,Bristol,51 MAHEU ST,104800.0,219900.0,0.476580264,,,,,,POINT (-72.94675 41.69703),2023-06-09 15:37:16.718357
43033,2004,2005-08-12,Waterbury,82 RIDGE ST,56490.0,137270.0,0.411524732,,,,,,,2023-06-09 15:39:11.845186
40430,2004,2005-08-08,North Haven,1820 RIDGE RD,103390.0,274000.0,0.377335766,,,,,,,2023-06-09 15:35:11.709436
41387,2004,2005-08-05,Meriden,320 COOK AVE,70490.0,168000.0,0.419583333,,,,,,,2023-06-09 15:33:11.789050
40972,2004,2005-07-01,Milford,CASCADE BLVD,12111.0,23267.0,0.520522629,,,22,,,,2023-06-09 14:53:16.865376
40845,2004,2005-07-14,East Hartford,103 CHESTER ST,75870.0,37250.0,2.036778523,,,1,,,,2023-06-09 15:06:16.712913
41797,2004,2005-08-05,Danbury,137 GREAT PLN RD,179300.0,397900.0,0.450615733,,,,,,POINT (-73.44389 41.43583),2023-06-09 15:34:12.013441
42685,2004,2005-08-11,Waterbury,59 HOUSTON ST,63490.0,121000.0,0.524710744,,,,,,,2023-06-09 15:38:16.691129
40148,2004,2005-08-03,New Hartford,98 HELEN HIGHWAY,289450.0,400500.0,0.722721598,,,,,,,2023-06-09 15:30:16.709917
40104,2004,2005-07-15,East Granby,23 SEYMOUR RD UT 1A,73800.0,131000.0,0.563358779,,,,,,,2023-06-09 15:08:11.746737
41227,2004,2005-07-07,Meriden,150 STERLING VLG,58030.0,162000.0,0.358209877,,,,,,,2023-06-09 15:01:16.702198
40481,2004,2005-07-08,Vernon,30 BURKE RD,67740.0,174150.0,0.388975022,,,,,,,2023-06-09 15:02:11.704908
40425,2004,2005-07-25,Guilford,45 WHISPERING WOODS RD,327210.0,489000.0,0.669141104,,,,,,,2023-06-09 15:16:16.834164
40516,2004,2005-07-13,South Windsor,595 MAIN ST,208180.0,375000.0,0.555146667,,,,,,POINT (-72.62171 41.81718),2023-06-09 15:05:11.681631
40757,2004,2005-07-07,Westport,9 BLIND BRK RD,350400.0,750000.0,0.4672,,,,,,,2023-06-09 15:01:16.702198
42591,2004,2005-08-03,Stamford,175 INGLESIDE DR,976500.0,50000.0,19.53,,,25,,,POINT (-73.5537 41.16033),2023-06-09 15:31:11.867138
40558,2004,2005-08-02,Southbury,722A HERITAGE VLG,111930.0,250000.0,0.44772,,,,,,,2023-06-09 15:29:16.935029
43189,2004,2005-08-15,Bridgeport,35H LESLIE RD,44241.0,225000.0,0.196626667,,,,,,,2023-06-09 15:40:11.705161
47885,2004,2005-07-05,West Hartford,110 MAPLEWOOD AVE,104220.0,400000.0,0.26055,,,,,,,2023-06-09 14:58:16.755857
41818,2004,2005-07-19,Norwalk,45 RUSSELL ST,207270.0,457500.0,0.45304918,,,,,,,2023-06-09 15:11:16.848419
40821,2004,2005-07-01,Middletown,38 SHADY HL LN,137810.0,265000.0,0.520037736,,,,,,,2023-06-09 14:56:11.832913
40197,2004,2005-08-01,Hebron,106 OLD ANDOVER RD,171950.0,375000.0,0.458533333,,,,,,,2023-06-09 15:25:11.704556
43187,2004,2005-08-15,Bridgeport,238 WOODSIDE AVE,123621.0,280000.0,0.441503571,,,,,,POINT (-73.21233 41.21639),2023-06-09 15:40:11.705161
40545,2004,2005-07-18,East Haven,28 COLONIAL HGTS RD,157680.0,365000.0,0.432,,,,,,,2023-06-09 15:09:16.693684
40412,2004,2005-08-15,Brookfield,26 COVE RD,327660.0,656500.0,0.499101295,,,,,,,2023-06-09 15:41:11.727517
40400,2004,2005-07-21,North Haven,39 STONEHEDGE DR,134540.0,320000.0,0.4204375,,,,,,,2023-06-09 15:14:11.664587
43159,2004,2005-08-11,Bridgeport,359-361 BENHAM AVE,116830.0,320000.0,0.36509375,,,,,,,2023-06-09 15:37:16.718357
42582,2004,2005-08-03,Stamford,318 CLUB RD,283710.0,769000.0,0.36893368,,,,,,POINT (-73.53811 41.10264),2023-06-09 15:30:16.709917
40177,2004,2005-08-04,Westbrook,257 SEASIDE AVE,270710.0,940000.0,0.287989362,,,,,,,2023-06-09 15:32:11.707834
40448,2004,2005-08-05,Watertown,59-61 SUNSET AVE,176900.0,280000.0,0.631785714,,,,,,,2023-06-09 15:33:11.789050
40181,2004,2005-07-01,Lebanon,30 LAWRENCE DR,41740.0,69900.0,0.59713877,,,,,,,2023-06-09 14:55:11.714441
42841,2004,2005-08-11,Waterbury,35 ARON AVE,78540.0,189900.0,0.413586098,,,,,,POINT (-73.06555 41.55923),2023-06-09 15:38:16.691129
40100,2004,2005-08-15,Bethany,206 POLE HL RD,214640.0,381000.0,0.56335958,,,,,,,2023-06-09 15:40:11.705161
40058,2004,2005-07-20,Barkhamsted,16 E W HILL RD,2920.0,300000.0,0.009733333,,,28,,,,2023-06-09 15:12:16.759543
41179,2004,2005-08-02,Greenwich,259 MILBANK AVE,491750.0,1700000.0,0.289264706,,,,,,,2023-06-09 15:28:16.713768
40804,2004,2005-07-27,Westport,3 WITCH LN,297600.0,750000.0,0.3968,,,,,,,2023-06-09 15:19:16.851789
40926,2004,2005-07-19,West Haven,343 BEACH ST 502,100730.0,394900.0,0.255077235,,,7,,,,2023-06-09 15:12:16.759543
41153,2004,2005-07-29,Greenwich,20 CHURCH ST UT A 11,273560.0,625000.0,0.437696,,,,,,,2023-06-09 15:22:16.839850
42668,2004,2005-08-11,Stamford,718 COVE RD 6,85820.0,312500.0,0.274624,,,,,,,2023-06-09 15:37:16.718357
42790,2004,2005-07-28,Waterbury,26 SHIRLEY ST 6,19530.0,75000.0,0.2604,,,,,,,2023-06-09 15:20:11.681819
40361,2004,2005-07-29,Ledyard,57 EAGLE RDG DR,145390.0,301000.0,0.483023256,,,,,,,2023-06-09 15:24:16.721000
41315,2004,2005-08-09,Bristol,37 MAGNOLIA AVE,96960.0,185500.0,0.522695418,,,,,,POINT (-72.95324 41.66509),2023-06-09 15:35:11.709436
41281,2004,2005-08-02,Bristol,53 FAIRVIEW AVE,77080.0,174900.0,0.440708977,,,,,,,2023-06-09 15:29:16.935029
40954,2004,2005-08-15,Middletown,94 B1 CYNTHIA LN,81730.0,159900.0,0.511131957,,,,,,,2023-06-09 15:40:11.705161
42532,2004,2005-07-27,Waterbury,380 HITCHCOCK RD UT 38,57750.0,138000.0,0.418478261,,,,,,,2023-06-09 15:20:11.681819
41954,2004,2005-08-03,Norwalk,90 BOUTON ST,115570.0,287370.0,0.402164457,,,,,,,2023-06-09 15:30:16.709917
40293,2004,2005-07-19,Windsor Locks,8 BEL AIRE CIR,98000.0,165000.0,0.593939394,,,,,,,2023-06-09 15:11:16.848419
41283,2004,2005-08-02,Bristol,551 CAMP ST,129530.0,279000.0,0.464265233,,,,,,,2023-06-09 15:29:16.935029
40620,2004,2005-07-29,Windsor,19 EASTVIEW DR,168910.0,235000.0,0.718765957,,,,,,,2023-06-09 15:24:16.721000
40338,2004,2005-07-08,Ledyard,38 3 FAIRWAY DR,73500.0,189000.0,0.388888889,,,,,,,2023-06-09 15:01:16.702198
40628,2004,2005-08-15,Newtown,1 BOBCAT LN,692450.0,1520000.0,0.455559211,,,,,,,2023-06-09 15:41:11.727517
40465,2004,2005-07-01,New London,258 VAUXHALL ST,94710.0,211000.0,0.448862559,,,,,,,2023-06-09 14:56:11.832913
40761,2004,2005-07-18,New Milford,8 JOTHAM RD,357000.0,357000.0,1.0,,,,,,,2023-06-09 15:09:16.693684
41121,2004,2005-07-01,Bristol,15 OHIO DR,114280.0,233000.0,0.490472103,,,,,,,2023-06-09 14:53:16.865376
41993,2004,2005-08-03,New Haven,545 EAST ST,62930.0,265000.0,0.237471698,,,,,,,2023-06-09 15:31:11.867138
40232,2004,2005-07-05,Woodbury,385 TRANSYLVANIA RD,72870.0,226500.0,0.321721854,,,,,,,2023-06-09 14:57:11.729739
41694,2004,2005-07-26,Danbury,73 BOULEVARD DR 3,12600.0,485750.0,0.025939269,,,7,,,,2023-06-09 15:18:16.806490
40561,2004,2005-07-20,Trumbull,36 CROCUS LN,173380.0,480000.0,0.361208333,,,,,,,2023-06-09 15:12:16.759543
41308,2004,2005-07-22,Meriden,66-68 BRONSON AVE,87640.0,230900.0,0.37955825,,,,,,,2023-06-09 15:15:11.820529
41114,2004,2005-07-29,Fairfield,248 ALMA DR,234920.0,725000.0,0.324027586,,,,,,,2023-06-09 15:24:16.721000
42017,2004,2005-08-05,New Haven,17 SHEPARD ST,63210.0,164600.0,0.384021871,,,,,,,2023-06-09 15:33:11.789050
41153,2004,2005-08-10,Milford,103 CARRIAGE PATH S,51660.0,173000.0,0.298612717,,,,,,,2023-06-09 15:37:16.718357
41225,2004,2005-07-26,Bristol,174 BRACE AVE,81480.0,181000.0,0.450165746,,,,,,,2023-06-09 15:19:16.851789
